@relation predic
@attribute len real
@attribute nonsynvar real
@attribute synvar real
@attribute issuespe {1, 0}
@attribute expr real
@attribute reptime real
@attribute hi real
@attribute rec real
@attribute constaint_score real
@attribute Genic_score real
@attribute tr_count_all real
@attribute GC_content real
@attribute tr_coding_only_length real
@attribute Non_Conding_tr_count real
@attribute case {no,yes}
@data
1.849,30.0,9.0,0,5.01293,142.0,0.06468,0.15434,1.190069652,1.1758396195,3,39.21,30177.5,1,no
1.331,36.0,10.0,0,10.71489,214.0,0.09983,0.09718,-0.178387667,0.756930627,13,59.28,2876.8,8,no
3.889,85.0,26.0,0,7.41049,313.0,0.19999,0.09106,0.289664944,0.5951531661,31,46.58,87150.36363636363,20,no
5.573,83.0,46.0,0,13.86309,413.0,0.000001,0.000001,0.753099086,0.1357962785,2,52.34,50911.0,1,no
0.759,15.0,6.0,1,8.80974,190.0,0.07097,0.1303,0.000001,-0.4499465344,5,43.93,8454.25,1,no
0.819,10.0,3.0,0,0.000001,0.000001,0.35026,0.1913,0.389087126,-0.2735762528,3,45.5,5238.333333333333,0,no
2.803,49.0,21.0,0,0.000001,0.000001,0.000001,0.000001,-0.243945938,0.000001,3,36.2,39419.0,0,no
2.827,46.0,17.0,1,2.04823,521.0,0.5077,0.1481,-0.529661557,0.2975963261,2,37.02,36200.0,0,no
2.806,48.0,21.0,0,2.14084,492.0,0.35051,0.11664,0.504580238,0.7623976072,2,35.2,33621.0,0,no
0.333,7.0,3.0,0,3.83982,346.0,0.46691,0.07886,0.000001,0.3032668997,21,42.26,6057.5,17,no
0.455,1.0,3.0,0,2.33858,624.0,0.35023,0.16306,0.000001,0.0791650515,2,38.62,33445.0,0,no
0.303,2.0,2.0,0,10.03175,167.0,0.9132,0.15588,0.000001,0.0571185339,9,48.34,3454.0,8,no
1.223,20.0,3.0,0,5.44941,480.0,0.0538,0.0823,-0.232899981,1.5966070905,11,37.57,29766.666666666668,5,no
0.366,3.0,2.0,0,9.29843,170.0,0.12159,0.0999,0.000001,0.0571185339,2,45.21,5572.5,0,no
0.879,0.0,0.0,1,0.000001,0.000001,0.45306,0.08754,0.000001,0.8801306708,7,36.42,46797.5,1,no
0.278,4.0,3.0,0,4.2602,498.0,0.14168,0.1705,0.000001,0.3032668997,2,42.28,7850.0,1,no
1.199,20.0,11.0,1,1.78328,527.0,0.16162,0.19132,-0.428190048,-0.5583574367,8,37.38,69510.6,3,no
2.521,42.0,22.0,0,2.64318,538.0,0.000001,0.000001,0.37204708,-1.0856752685,1,37.17,71988.0,0,no
1.212,27.0,16.0,0,10.25094,188.0,0.000001,0.000001,0.000001,-0.0660618817,1,51.28,0.000001,0,no
0.979,8.0,2.0,0,3.02137,411.0,0.18,0.1217,1.504151817,-0.3397150076,11,54.39,3721.8333333333335,5,no
2.569,17.0,12.0,0,1.81109,743.0,0.32433,0.08966,2.365955858,-0.291981272,7,34.27,142410.8,2,no
2.95,50.0,34.0,0,3.94409,345.0,0.1068,0.11578,0.51865632,1.0765408305,9,39.27,18003.5,3,no
2.973,58.0,22.0,0,3.93863,469.0,0.38511,0.14234,-0.502382896,0.3876041907,11,38.41,20175.14285714286,4,no
1.422,22.0,17.0,1,8.32054,220.0,0.19249,0.09759,1.618287907,0.4207716763,2,51.13,10405.0,1,no
0.802,14.0,7.0,0,1.49375,824.0,0.85811,0.11009,0.568571182,0.2389453174,2,34.88,27566.5,0,no
1.057,11.0,4.0,0,2.73563,859.0,0.56909,0.10884,1.032352443,-0.317668748,9,39.15,60883.8,4,no
3.133,56.0,25.0,0,25.80629,247.0,0.06723,0.10296,1.159209803,0.4335204962,23,54.62,6045.4,8,no
3.59,51.0,38.0,0,4.94775,574.0,0.20246,0.11058,1.52995731,0.1028195777,42,44.52,145534.66666666666,33,no
3.38,79.0,30.0,0,12.2113,383.0,0.07766,0.19172,-1.38610968,0.3746779957,23,45.6,49450.77777777778,14,no
1.002,16.0,12.0,0,7.62474,223.0,0.23398,0.10664,0.71894433,-0.1597046563,5,46.92,28763.5,3,no
0.288,12.0,4.0,0,27.78889,450.0,0.00165,0.02412,0.000001,0.5255523478,1,48.38,3324.0,0,no
0.267,3.0,1.0,0,30.5887,450.0,0.000001,0.000001,0.000001,0.0130256087,1,49.96,2783.0,0,no
2.166,32.0,27.0,1,4.62854,639.0,0.14634,0.10401,0.636291605,-0.6613161587,12,45.81,24837.333333333332,9,no
0.977,15.0,3.0,0,3.01269,564.0,0.34128,0.25561,2.681614961,1.082196027,1,58.57,2068.0,0,no
0.288,8.0,3.0,0,30.5887,450.0,0.000001,0.000001,0.000001,0.0809838472,1,52.1,2599.0,0,no
5.491,57.0,29.0,0,4.27462,423.0,0.10533,0.08512,2.801565184,-0.5456323433,6,40.97,32495.5,4,no
2.166,21.0,16.0,0,4.19536,311.0,0.04518,0.07911,-0.327643202,2.622047925,6,40.52,40280.0,2,no
1.367,3.0,10.0,0,6.94442,193.0,0.99311,0.64888,3.341111322,-0.3617612788,10,49.79,9846.285714285714,3,no
1.301,19.0,7.0,1,2.64052,622.0,0.37235,0.11009,0.791885791,-0.0715203155,9,36.4,482276.75,5,no
1.386,22.0,12.0,0,1.27934,845.0,0.08287,0.13859,0.444986329,-0.0678812493,4,41.44,288774.25,0,no
2.716,51.0,31.0,0,3.0356,299.0,0.26572,0.10661,-0.221452773,0.7880953113,7,48.26,105613.0,3,no
2.402,42.0,18.0,0,3.86336,380.0,0.09622,0.10351,-0.390407508,-0.1249245349,6,46.32,69067.5,4,no
1.68,21.0,13.0,0,3.15884,412.0,0.000001,0.000001,0.194612005,-0.1119732654,10,38.68,21884.2,5,no
1.198,11.0,3.0,0,8.43769,206.0,0.21733,0.11687,1.492872673,-0.4279001894,17,56.73,3604.0,16,no
2.826,0.0,0.0,0,0.000001,0.000001,0.33365,0.09724,2.333772101,-0.2478890237,4,39.83,52287.0,2,no
2.063,33.0,10.0,0,3.088,471.0,0.21857,0.08746,0.847512055,0.5787359254,6,44.37,19006.666666666668,3,no
1.774,27.0,21.0,0,10.05761,238.0,0.16374,0.14659,0.000001,0.000001,15,51.3,43781.666666666664,12,no
0.303,0.0,0.0,0,10.03496,437.0,0.10009,0.08616,0.000001,0.6376044363,1,57.03,1494.0,0,no
0.965,0.0,1.0,0,0.000001,0.000001,0.10613,0.23255,2.394192088,-0.0751598784,8,37.52,30289.666666666668,5,no
1.81,54.0,26.0,0,2.12375,823.0,0.000001,0.000001,-2.148207885,0.7862693434,2,45.11,32740.0,0,no
1.456,21.0,13.0,1,8.17052,804.0,0.25084,0.28432,0.779197013,-0.3801660072,9,42.74,68016.25,4,no
1.093,16.0,11.0,1,8.46254,199.0,0.7805,0.18619,2.899659517,-0.6042718101,5,62.55,3639.0,2,no
0.762,11.0,10.0,0,3.94778,568.0,0.000001,0.000001,1.094086659,0.7055626265,1,40.71,13236.0,0,no
0.893,15.0,4.0,0,0.32225,966.0,0.000001,0.000001,0.631824746,0.5273688491,1,37.43,137392.0,0,no
1.105,15.0,8.0,0,1.18115,385.0,0.000001,0.000001,0.646137818,0.4832751312,1,34.31,53350.0,0,no
1.105,13.0,6.0,1,9.89433,201.0,0.44167,0.16824,0.874666344,0.0166641736,1,44.61,9791.0,0,no
0.513,3.0,10.0,1,21.33752,236.0,0.16073,0.11262,1.770238684,-0.1192524841,6,61.39,6009.0,4,no
1.59,13.0,16.0,0,2.15125,644.0,0.94439,0.72578,2.514588914,-0.2037968257,10,42.5,65012.42857142857,3,no
0.513,4.0,3.0,1,4.08298,633.0,0.24655,0.10216,0.000001,-0.0531135452,14,44.14,124257.0,13,no
1.01,18.0,8.0,0,2.96413,644.0,0.000001,0.000001,-0.241777563,0.3509954662,5,48.53,5441.5,3,no
0.388,0,0,1,0.000001,0.000001,0.000001,0.000001,2.16465753,0.000001,1,61.99,742.0,0,no
0.862,12.0,1.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,1.4368080946,1,49.77,2855.0,0,no
0.472,10.0,2.0,0,6.28752,256.0,0.7342,0.11023,0.000001,0.2591737101,8,43.22,22585.0,4,no
1.885,16.0,11.0,0,3.82323,151.0,0.7278,0.55475,1.652697074,-0.047654689,4,46.04,14204.0,0,no
0.46,1.0,3.0,1,3.99536,371.0,0.44164,0.13588,0.000001,0.0571185339,7,38.26,13587.4,2,no
7.604,53.0,49.0,0,9.54548,370.0,0.57767,0.62451,4.51625849,-2.137013188,27,39.72,65638.21428571429,13,no
7.804,147.0,105.0,0,12.39461,472.0,0.88446,0.49851,1.52284139,-2.5996745638,25,57.37,99905.35294117648,8,no
3.593,75.0,14.0,0,3.2076,885.0,0.34561,0.21599,-0.618337406,0.3673805368,18,38.19,106877.54545454544,7,no
2.074,26.0,26.0,1,16.02391,278.0,0.17064,0.126,1.596850274,-0.1947005825,9,56.16,10856.8,4,no
2.151,25.0,17.0,0,3.0928,188.0,0.86422,0.13433,1.033741337,-0.6888173791,14,39.3,67393.0,4,no
2.104,34.0,22.0,1,3.02334,351.0,0.07514,0.14458,0.321290447,-0.4188009561,4,42.72,34544.333333333336,1,no
1.215,9.0,7.0,0,4.49343,354.0,0.5501,0.13022,1.543685857,-0.1615247089,3,42.42,57656.5,1,no
5.02,87.0,58.0,0,8.95243,477.0,0.20513,0.09801,1.381549629,-2.7768636005,14,44.91,99676.28571428571,7,no
1.962,9.0,10.0,0,7.87991,267.0,0.35989,0.08298,1.9345063,0.0607565283,7,39.5,66075.0,4,no
4.856,50.0,83.0,0,4.06596,632.0,0.1981,0.10061,4.749930002,-3.6227231497,6,48.43,156241.66666666666,0,no
0.889,21.0,8.0,1,9.74559,220.0,0.000001,0.000001,-0.625078,-0.3360735926,2,60.83,1187.5,0,no
0.799,14.0,3.0,0,8.13168,376.0,0.000001,0.000001,-0.091324357,0.0166641736,1,49.26,8332.0,0,no
1.361,12.0,17.0,0,4.92344,214.0,0.62708,0.24932,3.258480098,-0.5363109395,14,45.6,20674.4,4,no
1.355,6.0,10.0,0,0.000001,0.000001,0.000001,0.000001,3.355317582,0.1507602306,7,56.46,2382.5,2,no
1.373,5.0,26.0,0,11.31847,221.0,0.000001,0.000001,4.061304205,-0.7585992616,15,58.5,12597.444444444445,0,no
1.634,42.0,19.0,0,17.29517,200.0,0.000001,0.000001,-0.625892255,0.2498616931,5,52.08,14302.0,2,no
0.928,16.0,3.0,0,17.29517,200.0,0.000001,0.000001,2.138661919,0.3050845594,3,60.8,1511.6666666666667,0,no
2.83,19.0,15.0,1,18.02015,191.0,0.000001,0.000001,0.000001,-0.2001574165,5,63.95,3784.5,3,no
1.121,8.0,5.0,0,7.94301,231.0,0.08232,0.07785,1.311950086,-0.1394785526,11,44.84,20407.0,3,no
0.848,14.0,5.0,0,14.55216,404.0,0.10405,0.2283,2.847091723,-0.227663163,16,46.35,16308.9,6,no
1.679,36.0,16.0,0,18.02015,191.0,0.02658,0.18737,1.035517378,-0.0421965765,10,56.15,3279.5714285714284,3,no
0.475,1.0,0.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.6119266903,3,46.21,11144.166666666668,0,no
0.302,5.0,1.0,0,9.77588,404.0,0.000001,0.000001,0.000001,0.1691696155,2,39.7,592.5,1,no
1.428,14.0,5.0,0,5.16668,184.0,0.53505,0.38742,0.781924333,-0.0935664077,14,40.18,25271.833333333332,8,no
0.302,6.0,5.0,0,9.77588,404.0,0.000001,0.000001,0.000001,0.5255523478,1,48.86,697.0,0,no
0.302,5.0,3.0,0,9.77588,404.0,0.000001,0.000001,0.000001,0.1691696155,1,48.58,702.0,0,no
1.855,16.0,9.0,1,2.67637,308.0,0.6513,0.15254,1.263539294,-0.3801660072,2,38.05,85054.5,0,no
0.702,0,0,0,0.000001,0.000001,0.000001,0.000001,3.05506006,0.000001,1,52.9,6810.0,0,no
1.592,31.0,12.0,1,18.86809,335.0,0.30699,0.19969,0.958507406,0.0662141039,10,53.91,8810.0,4,no
1.77,46.0,15.0,1,3.8649,361.0,0.000001,0.000001,-0.455053423,3.8723892718,5,40.5,78530.0,4,no
9.553,125.0,59.0,0,3.43769,434.0,0.85968,0.1947,1.075323113,-2.0972263441,13,36.9,184414.0,9,no
0.763,0.0,3.0,0,10.74893,213.0,0.99976,0.58572,2.511756512,0.0791650515,23,40.87,24509.777777777777,5,no
1.158,37.0,16.0,0,9.42911,192.0,0.000001,0.000001,0.261171261,1.2438052426,5,49.62,24095.4,0,no
0.796,19.0,7.0,0,21.68802,198.0,0.000001,0.000001,0.272864377,0.4612283722,2,58.02,6024.0,0,no
1.559,1.0,0.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.3712242491,2,35.05,103707.5,0,no
2.899,37.0,15.0,0,3.70601,493.0,0.86373,0.11969,0.587672514,-0.6631332669,6,34.39,62714.0,4,no
1.792,20.0,11.0,0,13.46435,168.0,0.26467,0.11909,1.601915692,-0.0899272547,5,45.82,57164.4,0,no
2.034,26.0,16.0,0,2.60923,447.0,0.38273,0.14838,1.489653122,-0.9552047081,7,43.38,27617.5,5,no
5.666,33.0,34.0,0,2.42834,597.0,0.94541,0.10571,4.670093849,-0.9258896872,2,34.29,142370.0,1,no
1.427,40.0,16.0,0,21.11443,278.0,0.000001,0.000001,-0.352628493,0.000001,6,55.3,5597.0,2,no
1.349,15.0,11.0,0,5.00437,324.0,0.22429,0.48822,0.292961095,0.0423487925,9,44.99,12044.0,4,no
4.104,99.0,75.0,0,21.11443,278.0,0.16259,0.102,0.834248777,5.9945785291,1,59.23,15513.0,0,no
1.34,39.0,25.0,0,7.65978,187.0,0.09274,0.1363,-0.726199208,-0.2167468867,7,52.37,20970.85714285714,0,no
1.059,16.0,8.0,0,11.62794,390.0,0.14248,0.07914,0.650412969,0.5273688491,6,64.89,2695.8333333333335,0,no
1.56,11.0,12.0,0,0.46434,989.0,0.000001,0.000001,2.347902314,-0.4260790316,24,36.3,81878.33333333333,9,no
1.399,15.0,20.0,0,2.33493,629.0,0.91377,0.5142,1.845292176,-0.6244972083,5,43.19,113197.0,2,no
1.593,14.0,15.0,0,7.80547,397.0,0.70874,0.10902,1.54155516,-0.3581197867,15,42.69,42691.57142857143,8,no
1.515,22.0,7.0,0,10.9343,148.0,0.5648,0.45988,1.173779015,0.2866749959,11,50.23,18001.25,3,no
1.591,7.0,6.0,1,8.95723,423.0,0.1465,0.24163,0.000001,-0.3397150076,3,43.29,11253.5,1,no
0.766,5.0,6.0,0,9.52219,282.0,0.98107,0.70722,1.952024058,0.1030302309,7,40.42,19444.5,3,no
0.798,3.0,6.0,0,14.17492,215.0,0.000001,0.000001,2.358512937,-0.0751598784,13,44.81,47628.4,8,no
0.685,5.0,8.0,0,9.42017,227.0,0.32555,0.1111,2.170091429,-0.1633450269,8,54.24,2747.3333333333335,5,no
0.754,1.0,10.0,0,8.50568,195.0,0.98926,0.53296,3.352404985,-0.2956224973,1,44.56,32233.0,0,no
0.605,12.0,2.0,0,3.4221,568.0,0.18128,0.09482,0.000001,-0.0292476112,10,38.53,68570.4,5,no
1.375,23.0,19.0,1,5.19135,179.0,0.5141,0.35026,0.387855995,-0.288341872,5,48.29,17041.4,0,no
0.751,4.0,7.0,0,5.31528,344.0,0.85049,0.54626,1.722283482,-0.0751598784,6,45.04,11794.0,3,no
1.434,8.0,7.0,1,14.43513,234.0,0.16451,0.10602,2.369609568,0.000001,6,67.36,4118.666666666667,0,no
1.032,12.0,5.0,0,5.17022,210.0,0.1581,0.10356,1.273565046,0.0387103395,10,42.18,32855.333333333336,4,no
1.458,23.0,17.0,0,7.35613,439.0,0.000001,0.000001,0.705607079,-0.5344905146,14,55.03,12024.7625,6,no
1.541,27.0,14.0,0,7.94944,335.0,0.24595,0.13527,0.677602102,0.3987253137,7,45.49,77919.25,3,no
1.553,22.0,18.0,0,1.27205,592.0,0.12941,0.10324,0.13936487,7.61E-05,3,42.01,102845.66666666667,0,no
0.763,2.0,6.0,0,7.00762,154.0,0.98109,0.60803,2.151113569,-0.0751598784,5,40.33,45445.666666666664,2,no
1.662,30.0,15.0,0,4.25891,581.0,0.24903,0.56183,-0.043374445,-0.6208576373,7,44.18,28458.0,5,no
1.628,14.0,6.0,0,4.38336,469.0,0.15786,0.10789,0.486101108,0.0846217467,10,40.17,138833.0,8,no
1.323,6.0,5.0,0,0.000001,0.000001,0.23427,0.10875,0.000001,1.2365421795,1,45.33,12863.0,0,no
0.14,3.0,1.0,0,2.77882,399.0,0.000001,0.000001,0.000001,0.000001,1,35.52,884.0,0,no
2.225,39.0,18.0,1,1.32386,647.0,0.01567,0.72108,0.358300213,1.3135949231,10,35.83,106169.83333333333,4,no
2.854,62.0,34.0,1,2.03027,610.0,0.13532,0.19904,-0.242759882,-0.1635641048,18,47.42,52519.7,8,no
1.609,14.0,4.0,0,5.02559,312.0,0.37931,0.39545,1.650986018,0.4832751312,7,42.9,58940.142857142855,2,no
3.155,69.0,37.0,0,4.71053,404.0,0.000001,0.000001,-0.513487962,3.1957076874,8,49.55,52468.2,3,no
5.258,56.0,23.0,0,2.31363,490.0,0.41096,0.0961,1.694577507,-1.0968529747,11,37.85,60204.666666666664,5,no
2.887,39.0,17.0,0,2.44603,334.0,0.20443,0.10413,-0.234695311,-1.0820445175,6,39.68,33508.666666666664,3,no
0.35,4.0,2.0,0,4.51365,522.0,0.15102,0.11809,0.000001,0.4135008965,2,45.95,5513.0,1,no
2.327,23.0,24.0,0,21.67983,269.0,0.000001,0.000001,0.000001,-0.7531397305,10,61.58,9779.0,4,no
8.154,120.0,55.0,0,8.88858,429.0,0.07422,0.4128,-0.443900102,-0.1399511699,7,41.0,82805.75,3,no
1.267,0.0,0.0,0,0.000001,0.000001,0.33731,0.70879,1.065784061,-0.6042718101,2,54.47,7745.5,0,no
1.026,25.0,6.0,1,16.03571,240.0,0.07887,0.07487,1.253463074,0.6394208663,4,55.44,7784.666666666666,1,no
1.224,19.0,12.0,1,11.90564,205.0,0.53172,0.30287,-1.093658031,0.000001,1,61.66,12474.0,0,no
5.18,69.0,40.0,1,0.72749,790.0,0.94674,0.12413,1.638441038,-1.9605457651,11,35.1,407065.1666666666,5,no
1.594,15.0,5.0,0,3.19459,418.0,0.000001,0.000001,0.000001,-0.4040327464,12,39.47,45926.75,8,no
3.114,75.0,28.0,1,1.75852,743.0,0.09052,0.12945,0.031440426,0.6576395431,10,52.98,13874.5,8,no
4.301,55.0,26.0,0,1.75852,743.0,0.46236,0.13154,3.015574414,0.6521633247,21,56.31,11052.0,18,no
0.416,19.0,4.0,0,6.26588,351.0,0.60152,0.12166,-0.913415026,-0.5142644846,1,63.41,481.0,0,no
1.246,9.0,28.0,0,8.61466,288.0,0.59429,0.10387,2.384630913,-0.5344905146,6,55.02,29719.5,2,no
0.249,1.0,2.0,0,3.50455,445.0,0.26809,0.10225,0.000001,0.1012116093,3,47.77,8734.0,1,no
0.332,6.0,2.0,0,1.43859,453.0,0.000001,0.000001,0.000001,0.237127192,1,40.26,862.0,0,no
1.342,27.0,10.0,0,1.69081,639.0,0.62808,0.25222,-1.02800878,1.0637787221,6,41.03,47221.0,4,no
4.442,44.0,27.0,0,8.85125,222.0,0.46737,0.3229,1.42117216,-1.0986606561,18,43.88,85689.45454545454,7,no
3.221,47.0,47.0,0,9.3802,179.0,0.000001,0.000001,2.818939145,-1.1868622512,9,52.06,68708.6,4,no
1.709,12.0,16.0,0,9.80636,320.0,0.30836,0.11719,3.573221106,-0.7365523141,6,52.71,11795.5,2,no
2.197,24.0,19.0,0,3.83097,497.0,0.17101,0.10331,1.127487167,-0.1983381762,12,38.44,54609.5,6,no
0.311,7.0,2.0,1,1.4948,465.0,0.17004,0.12971,0.000001,0.0809838472,6,38.52,9788.0,3,no
0.416,4.0,0.0,0,9.90458,214.0,0.08178,0.16827,0.000001,-0.0090208044,5,48.33,20747.5,1,no
1.317,8.0,6.0,1,1.90917,535.0,0.23921,0.14229,2.77480634,-0.4279001894,6,43.36,95260.5,2,no
1.031,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,1,52.05,1026.0,0,no
1.183,12.0,5.0,0,12.1315,197.0,0.000001,0.000001,0.000001,-0.2497093186,7,47.53,0.000001,2,no
2.063,45.0,23.0,0,7.12945,168.0,0.31434,0.11315,0.777164486,-0.5051700321,10,56.59,13313.5,4,no
11.542,144.0,75.0,0,0.09197,1295.0,0.39932,0.10693,1.933023384,-3.4865279249,11,33.74,1052708.6,6,no
11.449,147.0,106.0,1,1.3766,907.0,0.56817,0.10766,3.511049275,-1.9218077798,9,45.21,189672.0,4,no
11.045,208.0,175.0,0,0.10896,1290.0,0.20953,0.12394,-1.070472701,-7.1108306636,19,38.47,1834809.75,11,no
0.497,10.0,2.0,0,2.21712,236.0,0.000001,0.000001,0.000001,0.237127192,6,39.61,12122.75,2,no
1.526,18.0,8.0,0,4.37046,210.0,0.25068,0.12099,1.35526435,-0.0697007245,8,42.14,48828.4,3,no
2.316,31.0,23.0,0,7.40323,241.0,0.17478,0.1501,2.168189564,-0.9736166872,8,53.51,23665.5,4,no
4.582,72.0,68.0,0,4.57962,375.0,0.32144,0.11774,0.846400387,-2.418488491,2,43.73,102749.0,1,no
2.136,26.0,19.0,0,0.99491,403.0,0.35476,0.13749,1.388977341,-0.7090454031,6,38.94,103406.5,4,no
4.55,13.0,18.0,0,15.00967,182.0,0.000001,0.000001,3.790077948,0.000001,2,58.4,27226.5,0,no
0.663,3.0,1.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.4796421051,5,43.31,55798.6,0,no
0.259,0.0,0.0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,2,53.0,5402.0,1,no
1.896,19.0,11.0,0,3.10056,242.0,0.000001,0.000001,1.72910835,-0.2019769636,16,40.56,22731.125,8,no
2.157,17.0,7.0,0,6.77234,392.0,0.000001,0.000001,0.000001,0.8396643394,8,50.27,96548.75,4,no
3.749,39.0,14.0,0,10.0778,247.0,0.11978,0.09541,1.854315491,0.358272123,5,39.04,28467.25,1,no
6.217,78.0,30.0,0,2.56893,371.0,0.69088,0.09214,0.66383242,-0.8029722063,12,36.07,60621.0,3,no
3.401,37.0,53.0,0,4.21433,612.0,0.45313,0.11119,2.750192019,-1.0343213802,2,51.51,103069.0,0,no
1.774,24.0,10.0,0,14.41897,236.0,0.66215,0.14538,1.196617985,-0.3342536733,7,57.49,3385.75,6,no
1.887,9.0,9.0,0,3.7774,361.0,0.49176,0.13021,2.157024491,-0.4499465344,3,38.61,37968.0,2,no
1.786,17.0,8.0,0,3.10987,328.0,0.72814,0.10961,1.217056638,-0.2938016524,5,37.94,56272.666666666664,2,no
2.01,13.0,11.0,0,1.31557,900.0,0.43441,0.11246,0.62727313,-0.315847836,17,36.78,34237.1875,1,no
0.585,3.0,6.0,0,3.48519,394.0,0.55238,0.28104,0.000001,-0.0751598784,6,39.31,107694.4,1,no
0.585,3.0,3.0,0,4.39623,356.0,0.000001,0.000001,0.000001,-0.0972061904,33,38.96,45374.5,5,no
2.36,0.0,0.0,0,0.000001,0.000001,0.6181,0.61623,1.0503092,-1.1334093185,5,40.17,198696.25,1,no
3.466,0.0,1.0,0,0.000001,0.000001,0.4809,0.10114,4.198016557,-0.0256086474,18,43.07,57344.61538461539,5,no
1.859,24.0,12.0,0,6.77127,162.0,0.000001,0.000001,2.130352754,1.0674168145,1,42.83,1854.0,0,no
1.196,11.0,6.0,1,10.78407,229.0,0.09418,0.09987,1.040013135,0.2389453174,9,45.33,9240.5,5,no
5.737,62.0,44.0,0,8.97133,265.0,0.2074,0.09696,3.151632762,-1.0050384498,2,52.95,20503.0,1,no
1.248,0.0,0.0,1,0.000001,0.000001,0.75003,0.16306,1.741002783,-0.0310671881,6,37.48,51365.833333333336,0,no
0.43,12.0,6.0,1,3.72067,616.0,0.15687,0.11117,0.000001,0.7055626265,1,39.94,3886.0,0,no
0.418,12.0,0.0,0,3.35045,692.0,0.1621,0.1641,0.000001,0.3253135767,1,37.34,3516.0,0,no
1.293,13.0,13.0,0,2.90823,200.0,0.65527,0.10946,1.570968043,-0.6704118254,1,42.62,34886.0,0,no
3.999,35.0,17.0,0,2.27838,613.0,0.72062,0.14321,1.494923867,-1.0838590711,9,36.66,148255.85714285713,2,no
1.275,16.0,5.0,0,2.75241,378.0,0.000001,0.000001,1.111343784,0.9499043347,8,42.23,18015.333333333332,5,no
0.389,5.0,5.0,0,5.01655,278.0,0.17082,0.11262,1.474424377,-0.2074375289,4,53.11,1933.3333333333333,1,no
0.652,18.0,8.0,0,3.51963,629.0,0.07598,0.08456,-1.575093935,0.5530509048,2,38.5,21806.0,1,no
0.291,1.0,1.0,1,30.53973,413.0,0.07297,0.25759,0.000001,0.0571185339,2,50.41,11127.0,0,no
0.518,2.0,0.0,0,5.68191,347.0,0.14182,0.23021,0.000001,0.0571185339,3,39.56,39109.0,1,no
0.369,8.0,6.0,1,0.000001,0.000001,0.000001,0.000001,0.000001,0.8158006707,3,61.63,19275.666666666668,0,no
3.063,33.0,19.0,0,3.965,426.0,0.79651,0.14981,1.230169896,-0.4628940521,17,37.75,43262.08333333333,5,no
1.186,9.0,5.0,0,8.71726,178.0,0.30412,0.54626,2.283191206,-0.3617612788,8,48.84,22798.25,4,no
2.175,32.0,12.0,1,2.47838,600.0,0.08323,0.11522,0.000001,0.9571774187,13,41.56,160603.6,8,no
1.186,16.0,12.0,0,3.62146,520.0,0.30657,0.52974,1.723692425,-0.3581197867,3,58.67,8140.0,2,no
1.24,23.0,17.0,0,0.38882,987.0,0.63798,0.19967,1.912733369,-0.6006302561,1,49.39,3582.0,0,no
1.27,5.0,10.0,0,0.41876,1004.0,0.000001,0.000001,3.256064571,0.000001,1,51.93,5177.0,0,no
1.376,2.0,12.0,0,21.41275,214.0,0.79871,0.21177,3.697874488,-0.2294837713,8,53.12,2309.2,3,no
3.085,27.0,21.0,0,2.96906,416.0,0.48903,0.14669,2.764289048,0.0459874797,15,44.13,16046.9,5,no
1.37,10.0,13.0,0,21.54742,171.0,0.000001,0.000001,2.038223958,-0.5822252308,9,45.2,19647.333333333332,6,no
0.704,15.0,1.0,0,14.30637,204.0,0.06992,0.07324,-0.76243765,-0.1394785526,15,53.3,9541.142857142857,1,no
0.947,18.0,7.0,1,14.30637,204.0,0.000001,0.000001,1.009792772,0.6853323639,7,48.68,27626.8,2,no
2.647,37.0,21.0,0,6.68735,413.0,0.68569,0.12463,1.06760504,-0.4831231858,14,45.03,52932.333333333336,8,no
0.938,6.0,6.0,1,1.757,467.0,0.000001,0.000001,1.359833388,0.237127192,4,44.07,6386.666666666667,1,no
0.718,16.0,3.0,0,1.88249,600.0,0.7182,0.09518,0.000001,0.5494158133,3,35.55,26200.666666666668,0,no
0.536,11.0,4.0,1,8.37796,213.0,0.08987,0.11076,1.366960369,0.8598965742,2,52.35,7119.0,1,no
1.354,22.0,6.0,0,2.31204,771.0,0.92691,0.83191,1.645541057,0.1966713907,21,40.02,108009.66666666667,15,no
0.53,8.0,4.0,0,3.81135,298.0,0.12851,0.18904,-0.244016385,-0.0733400307,18,50.84,6904.571428571428,11,no
1.721,25.0,5.0,1,4.71839,217.0,0.14433,0.10866,1.062614978,0.000001,4,53.24,8641.0,2,no
2.291,51.0,26.0,0,16.31295,190.0,0.35454,0.83225,-0.414824591,-0.1249245349,2,52.49,6106.0,0,no
2.333,53.0,24.0,1,7.6314,604.0,0.46312,0.72014,0.000001,-0.5915423473,7,47.8,16661.0,1,no
3.083,45.0,21.0,0,17.93486,220.0,0.36852,0.0903,1.933581984,1.2492724842,10,54.21,32150.875,2,no
2.312,36.0,18.0,0,16.29499,190.0,0.10367,0.2024,1.316331772,0.7826210888,5,54.35,3864.25,1,no
